theta23,dm31,chi2
36.8699,0.00375556,519.667
37.465,0.00375556,518.997
38.0567,0.00375556,518.386
38.6455,0.00375556,517.828
39.2315,0.00375556,517.321
39.8151,0.00375556,516.861
40.3966,0.00375556,516.443
40.9761,0.00375556,516.066
41.5539,0.00375556,515.726
42.1304,0.00375556,515.42
42.7057,0.00375556,515.145
43.2801,0.00375556,514.9
43.8538,0.00375556,514.682
44.427,0.00375556,514.491
45,0.00375556,514.325
45.573,0.00375556,514.185
46.1462,0.00375556,514.069
46.7199,0.00375556,513.978
47.2943,0.00375556,513.914
47.8696,0.00375556,513.877
48.4461,0.00375556,513.868
49.0239,0.00375556,513.891
49.6034,0.00375556,513.947
50.1849,0.00375556,514.039
50.7685,0.00375556,514.17
51.3545,0.00375556,514.343
51.9433,0.00375556,514.562
52.535,0.00375556,514.83
53.1301,0.00375556,515.15
53.7288,0.00375556,515.528
54.3315,0.00375556,515.965
54.9384,0.00375556,516.466
55.5501,0.00375556,517.034
56.1668,0.00375556,517.673
56.7891,0.00375556,518.386
33.2109,0.00387778,527.055
33.8332,0.00387778,526
34.4499,0.00387778,525.022
35.0616,0.00387778,524.117
35.6685,0.00387778,523.283
36.2712,0.00387778,522.516
36.8699,0.00387778,521.811
37.465,0.00387778,521.167
38.0567,0.00387778,520.577
38.6455,0.00387778,520.04
39.2315,0.00387778,519.55
39.8151,0.00387778,519.105
40.3966,0.00387778,518.7
40.9761,0.00387778,518.333
41.5539,0.00387778,518
42.1304,0.00387778,517.699
42.7057,0.00387778,517.427
43.2801,0.00387778,517.182
43.8538,0.00387778,516.963
44.427,0.00387778,516.767
45,0.00387778,516.594
45.573,0.00387778,516.444
46.1462,0.00387778,516.316
46.7199,0.00387778,516.211
47.2943,0.00387778,516.129
47.8696,0.00387778,516.072
48.4461,0.00387778,516.042
49.0239,0.00387778,516.04
49.6034,0.00387778,516.068
50.1849,0.00387778,516.13
50.7685,0.00387778,516.229
51.3545,0.00387778,516.367
51.9433,0.00387778,516.548
52.535,0.00387778,516.776
53.1301,0.00387778,517.054
53.7288,0.00387778,517.386
54.3315,0.00387778,517.775
54.9384,0.00387778,518.226
55.5501,0.00387778,518.742
56.1668,0.00387778,519.327
56.7891,0.00387778,519.983
33.2109,0.004,529.007
33.8332,0.004,527.994
34.4499,0.004,527.055
35.0616,0.004,526.187
35.6685,0.004,525.387
36.2712,0.004,524.651
36.8699,0.004,523.976
37.465,0.004,523.357
38.0567,0.004,522.792
38.6455,0.004,522.276
39.2315,0.004,521.805
39.8151,0.004,521.376
40.3966,0.004,520.985
40.9761,0.004,520.629
41.5539,0.004,520.304
42.1304,0.004,520.009
42.7057,0.004,519.741
43.2801,0.004,519.497
43.8538,0.004,519.276
44.427,0.004,519.076
45,0.004,518.897
45.573,0.004,518.737
46.1462,0.004,518.598
46.7199,0.004,518.478
47.2943,0.004,518.38
47.8696,0.004,518.303
48.4461,0.004,518.251
49.0239,0.004,518.224
49.6034,0.004,518.225
50.1849,0.004,518.258
50.7685,0.004,518.323
51.3545,0.004,518.426
51.9433,0.004,518.569
52.535,0.004,518.756
53.1301,0.004,518.991
53.7288,0.004,519.277
54.3315,0.004,519.617
54.9384,0.004,520.017
55.5501,0.004,520.479
56.1668,0.004,521.008
56.7891,0.004,521.606
